0,0,0,0
1.00E-05,3.12207191,1.007119971,7.07E-03
2.00E-05,3.144142693,1.014239578,1.40E-02
3.00E-05,3.166210128,1.021358106,2.09E-02
4.00E-05,3.188272038,1.028474851,2.77E-02
5.00E-05,3.210326295,1.035589128,3.44E-02
6.00E-05,3.232370813,1.042700262,4.09E-02
7.00E-05,3.254403548,1.049807596,4.74E-02
8.00E-05,3.276422497,1.056910483,5.38E-02
9.00E-05,3.2984257,1.06400829,6.01E-02
1.00E-04,3.320411231,1.071100397,6.63E-02
1.10E-04,3.342377207,1.078186196,7.25E-02
1.20E-04,3.364321778,1.08526509,7.85E-02
1.30E-04,3.386243134,1.092336495,8.45E-02
1.40E-04,3.408139496,1.099399838,9.04E-02
1.50E-04,3.430009125,1.106454556,9.61E-02
1.60E-04,3.451850311,1.1135001,0.101849782
1.70E-04,3.473661381,1.120535929,0.107478676
1.80E-04,3.495440694,1.127561514,0.113028636
1.90E-04,3.51718664,1.134576335,0.1185009
2.00E-04,3.538897642,1.141579884,0.123896692
2.10E-04,3.560572155,1.148571663,0.12921723
2.20E-04,3.582208665,1.155551182,0.134463717
2.30E-04,3.603805688,1.162517964,0.139637349
2.40E-04,3.625361771,1.169471539,0.144739311
2.50E-04,3.646875493,1.176411449,0.149770777
2.60E-04,3.668345459,1.183337245,0.15473291
2.70E-04,3.689770308,1.190248487,0.159626864
2.80E-04,3.711148706,1.197144744,0.164453784
2.90E-04,3.73247935,1.204025597,0.169214801
3.00E-04,3.753760965,1.210890634,0.173911039
3.10E-04,3.774992306,1.217739454,0.17854361
3.20E-04,3.796172157,1.224571664,0.183113617
3.30E-04,3.817299331,1.231386881,0.187622151
3.40E-04,3.83837267,1.238184732,0.192070293
3.50E-04,3.859391044,1.244964853,0.196459115
3.60E-04,3.880353353,1.251726888,0.200789676
3.70E-04,3.901258526,1.258470492,0.205063026
3.80E-04,3.922105519,1.265195329,0.209280204
3.90E-04,3.942893319,1.271901071,0.213442238
4.00E-04,3.963620941,1.2785874,0.217550146
4.10E-04,3.984287426,1.285254008,0.221604934
4.20E-04,4.004891848,1.291900596,0.225607597
4.30E-04,4.025433307,1.298526873,0.22955912
4.40E-04,4.045910933,1.305132559,0.233460476
4.50E-04,4.066323883,1.311717382,0.237312627
4.60E-04,4.086671344,1.318281079,0.241116524
4.70E-04,4.106952531,1.324823397,0.244873106
4.80E-04,4.127166689,1.331344093,0.248583301
4.90E-04,4.147313089,1.337842932,0.252248025
5.00E-04,4.167391033,1.344319688,0.255868184
5.10E-04,4.18739985,1.350774145,0.25944467
5.20E-04,4.207338898,1.357206096,0.262978364
5.30E-04,4.227207564,1.363615343,0.266470137
5.40E-04,4.247005262,1.370001697,0.269920845
5.50E-04,4.266731436,1.376364979,0.273331334
5.60E-04,4.286385556,1.382705018,0.276702439
5.70E-04,4.305967122,1.389021652,0.28003498
5.80E-04,4.325475661,1.395314729,0.283329767
5.90E-04,4.344910729,1.401584106,0.286587597
6.00E-04,4.364271907,1.407829648,0.289809255
6.10E-04,4.383558808,1.414051228,0.292995515
6.20E-04,4.402771068,1.420248732,0.296147136
6.30E-04,4.421908353,1.426422049,0.299264867
